crew_id,role,base,current_location,aircraft_qualifications,duty_start,accumulated_duty_minutes,max_duty_minutes,min_rest_minutes,reserve_status,availability,pairing_id
C222,FIRST_OFFICER,CLT,JFK,"[""A320"", ""B737""]",2026-08-12T04:38:00,51,600,480,True,True,
C223,CAPTAIN,ORD,CLT,"[""A321"", ""B737""]",2026-08-12T08:34:00,91,600,480,False,True,
C224,FIRST_OFFICER,CLT,CLT,"[""B737"", ""A321""]",2026-08-12T06:47:00,37,600,480,True,True,
C225,FIRST_OFFICER,ORD,ATL,"[""B737""]",2026-08-12T07:27:00,115,600,480,False,True,
C226,CAPTAIN,ORD,ORD,"[""B787""]",2026-08-12T05:06:00,50,600,480,False,True,
C227,FLIGHT_ATTENDANT,ORD,SEA,"[""B737"", ""A321""]",2026-08-12T05:41:00,165,600,480,False,True,
C228,FLIGHT_ATTENDANT,CLT,DFW,"[""B787"", ""A320""]",2026-08-12T07:41:00,101,600,480,False,True,
C229,FIRST_OFFICER,CLT,MIA,"[""A321"", ""B737""]",2026-08-12T04:17:00,157,600,480,False,True,
C230,FIRST_OFFICER,MIA,MIA,"[""A320""]",2026-08-12T07:16:00,35,600,480,False,True,
C231,FLIGHT_ATTENDANT,DFW,DFW,"[""A320"", ""B787"", ""A321""]",2026-08-12T06:56:00,144,600,480,False,True,
C232,CAPTAIN,CLT,CLT,"[""B737"", ""B787""]",2026-08-12T08:31:00,91,600,480,False,False,
C233,FLIGHT_ATTENDANT,ORD,ORD,"[""B737"", ""A321"", ""B787""]",2026-08-12T07:01:00,44,600,480,True,True,
C234,FLIGHT_ATTENDANT,CLT,ORD,"[""A320"", ""A321"", ""B737"", ""B787""]",2026-08-12T08:12:00,138,600,480,False,True,
C235,CAPTAIN,DFW,DFW,"[""B737"", ""B787""]",2026-08-12T09:14:00,51,600,480,False,True,
C236,CAPTAIN,CLT,CLT,"[""B737""]",2026-08-12T08:29:00,93,600,480,False,True,
C237,FLIGHT_ATTENDANT,MIA,SEA,"[""A320"", ""B737"", ""A321""]",2026-08-12T07:43:00,163,600,480,False,True,
C238,CAPTAIN,CLT,ATL,"[""A321""]",2026-08-12T06:37:00,176,600,480,False,True,
C239,CAPTAIN,MIA,MIA,"[""B787"", ""A320""]",2026-08-12T08:49:00,26,600,480,False,True,
C240,FLIGHT_ATTENDANT,DFW,DFW,"[""B737"", ""A320"", ""B787"", ""A321""]",2026-08-12T04:05:00,67,600,480,False,True,
C241,FIRST_OFFICER,ORD,ORD,"[""A321"", ""A320""]",2026-08-12T07:34:00,42,600,480,False,True,
C242,FIRST_OFFICER,MIA,BOS,"[""B787""]",2026-08-12T07:51:00,18,600,480,False,True,
C243,CAPTAIN,CLT,DFW,"[""A321""]",2026-08-12T05:22:00,19,600,480,False,True,
C244,CAPTAIN,MIA,LGA,"[""A321""]",2026-08-12T05:20:00,13,600,480,True,True,
C245,CAPTAIN,CLT,ATL,"[""B737""]",2026-08-12T04:25:00,100,600,480,False,True,
C246,CAPTAIN,CLT,CLT,"[""A321"", ""B737""]",2026-08-12T04:49:00,6,600,480,False,True,
C247,FLIGHT_ATTENDANT,MIA,DFW,"[""A321"", ""A320"", ""B787""]",2026-08-12T04:46:00,164,600,480,False,True,
C248,FLIGHT_ATTENDANT,CLT,CLT,"[""A321"", ""B787"", ""A320""]",2026-08-12T05:55:00,68,600,480,False,True,
C249,FLIGHT_ATTENDANT,ORD,DFW,"[""A321"", ""A320"", ""B737"", ""B787""]",2026-08-12T07:18:00,133,600,480,False,True,
C250,FLIGHT_ATTENDANT,MIA,SEA,"[""B737"", ""B787"", ""A321""]",2026-08-12T08:17:00,146,600,480,False,True,
